dt,yaw_cmd,yaw_vel,yaw_pos,pitch_cmd,pitch_vel,pitch_pos
1778337130.6341703,0.0,0.0,-6.5917510986328125,0.0,0.0,-3.779325246810913
1778337130.6395187,0.0,0.0,-6.5917510986328125,0.0,0.0,-3.779325246810913
1778337130.6717107,6.123233998228043e-16,0.0,-6.5917510986328125,6.123233998228043e-16,0.0,-3.779325246810913
1778337130.7025592,0.12581752240657806,0.0,-6.5917510986328125,-1.2535271644592285,0.0,-3.779325246810913
1778337130.7346597,0.3783149719238281,0.0,-6.5917510986328125,-3.682888984680176,0.0,-3.779325246810913
1778337130.7710857,0.3783149719238281,0.0,-6.5917510986328125,-3.682888984680176,0.0,-3.779325246810913
1778337130.8030279,0.7589085102081299,-0.2764352262020111,-7.119096279144287,-6.850623607635498,0.0,-3.779325246810913
1778337130.8356047,1.0136220455169678,-0.4388257563114166,-7.9101409912109375,-8.450008392333984,-0.048766057938337326,-3.867216110229492
1778337130.8729756,1.2689197063446045,-0.7884124517440796,-9.580039978027344,-9.516615867614746,-0.08300111442804337,-4.04299783706665
1778337130.9031231,1.3967316150665283,-1.219127893447876,-11.777339935302734,-9.827298164367676,0.0,-4.04299783706665
1778337130.9356313,1.6525671482086182,-1.366883635520935,-14.23828411102295,-9.978128433227539,0.0,-4.04299783706665
1778337130.9724016,1.9085291624069214,-1.5370047092437744,-17.490219116210938,-9.49681568145752,0.0,-4.04299783706665
1778337131.0026343,2.0364980697631836,-1.609060287475586,-20.39059066772461,-9.026747703552246,0.0,-4.04299783706665
1778337131.0338662,2.2922911643981934,-1.554347038269043,-23.02731704711914,-7.664412975311279,0.0,-4.04299783706665
1778337131.0709116,2.2922911643981934,-1.7022596597671509,-26.630844116210938,-7.664412975311279,0.0415072962641716,-3.9551069736480713
1778337131.102451,2.6752469539642334,-1.120194911956787,-28.652334213256836,-4.741453647613525,0.0,-3.9551069736480713
1778337131.134021,2.9297666549682617,-1.2680385112762451,-30.937496185302734,-2.386129379272461,-0.04878932610154152,-4.04299783706665
1778337131.172359,2.9297666549682617,-0.4350597858428955,-31.904268264770508,-2.386129379272461,-0.07910197973251343,-4.218779563903809
1778337131.2020917,3.3098530769348145,0.0,-31.904268264770508,1.3849447965621948,-0.48778465390205383,-5.0976881980896
1778337131.2343948,3.5618064403533936,0.0,-31.904268264770508,3.8239760398864746,-0.38947224617004395,-5.800815105438232
1778337131.2717717,3.8123581409454346,0.0,-31.904268264770508,6.019936561584473,-0.5392463803291321,-6.943369388580322
1778337131.3093863,3.8123581409454346,0.0,-31.904268264770508,6.019936561584473,-0.5390403866767883,-8.085949897766113
1778337131.342052,4.185076713562012,0.0,-31.904268264770508,8.555948257446289,-0.3686467409133911,-8.789076805114746
1778337131.3743916,4.431157112121582,0.0,-31.904268264770508,9.58215618133545,-0.4870721995830536,-9.667985916137695
1778337131.4110136,4.431157112121582,0.6232373118400574,-30.5859317779541,9.58215618133545,-0.5401502251625061,-10.810566902160645
1778337131.4430566,4.796111106872559,1.1509289741516113,-28.388633728027344,9.958447456359863,-0.8285342454910278,-12.392602920532227
1778337131.4755642,5.036299705505371,1.4628270864486694,-25.751934051513672,9.408774375915527,-0.9266729354858398,-14.062530517578125
1778337131.5128171,5.2737250328063965,1.7423505783081055,-22.060544967651367,8.252601623535156,-0.829728901386261,-15.820320129394531
1778337131.5431182,5.391327381134033,2.1440024375915527,-18.19334602355957,7.468613624572754,-1.1690102815628052,-17.92970085144043
1778337131.5756798,5.624163627624512,1.952007532119751,-14.677711486816406,5.551517009735107,-0.48800188302993774,-18.808609008789062
1778337131.6127138,5.853641986846924,1.2866089344024658,-11.953121185302734,3.2745039463043213,-1.411515474319458,-21.796899795532227
1778337131.6429663,5.96704626083374,1.5120993852615356,-9.228476524353027,2.0461888313293457,-0.6828333139419556,-23.027372360229492
1778337131.6745324,6.191035747528076,0.311174213886261,-8.701131820678711,-0.4908300042152405,-0.8295454382896423,-24.433626174926758
1778337131.7122927,6.191035747528076,0.5549156665802002,-7.470659255981445,-0.4908300042152405,-0.7929497361183167,-26.191415786743164
1778337131.7463052,6.519514083862305,0.0,-7.470659255981445,-4.188358783721924,-0.5683045387268066,-27.33399772644043
1778337131.7789278,6.7331390380859375,0.0,-7.470659255981445,-6.347869873046875,-1.0751090049743652,-29.267597198486328
1778337131.812082,6.942190170288086,0.0,-7.470659255981445,-8.095938682556152,-0.6457136869430542,-30.49806785583496
1778337131.8439796,7.044923305511475,0.0,-7.470659255981445,-8.778633117675781,-0.7855216860771179,-31.992212295532227
1778337131.8763247,7.246653079986572,-0.04887443780899048,-7.558577537536621,-9.705118179321289,-0.7816733717918396,-33.398468017578125
1778337131.9116073,7.44319486618042,-0.5678055286407471,-8.701131820678711,-9.999197959899902,-0.7865245938301086,-34.98050308227539
1778337131.9423666,7.539443492889404,-1.1217057704925537,-10.722648620605469,-9.901058197021484,-0.8774391412734985,-36.5625114440918
1778337131.974804,7.7277445793151855,-1.5101484060287476,-13.44723892211914,-9.221698760986328,-0.4385599195957184,-37.3535270690918
1778337132.0116854,7.910245895385742,-1.7879940271377563,-17.226518630981445,-7.938662052154541,-0.4157704710960388,-38.23243713378906
1778337132.042359,7.999245643615723,-2.0980896949768066,-21.0058536529541,-7.095261573791504,-0.4391178786754608,-39.02345657348633
1778337132.0745578,8.172593116760254,-1.9994568824768066,-24.609352111816406,-5.073244571685791,-0.19501464068889618,-39.37501907348633
1778337132.113338,8.172593116760254,-1.5804096460342407,-28.12498664855957,-5.073244571685791,-0.5928521156311035,-40.693382263183594
1778337132.1525156,8.256880760192871,-0.5921380519866943,-29.44332504272461,-3.9277217388153076,-0.7104341387748718,-42.275421142578125
1778337132.1823707,8.577427864074707,-0.38997969031333923,-30.146451950073242,1.1025651693344116,-0.38997969031333923,-42.978546142578125
1778337132.215002,8.727327346801758,0.0,-30.146451950073242,3.595442533493042,-1.4120906591415405,-45.52735137939453
1778337132.2520895,8.869999885559082,0.0,-30.146451950073242,5.852877140045166,-1.1200000047683716,-47.90040588378906
1778337132.2821875,8.938554763793945,0.0,-30.146451950073242,6.845757484436035,-0.7806292176246643,-49.30665969848633
1778337132.315113,9.069961547851562,0.0,-30.146451950073242,8.477415084838867,-1.1678978204727173,-51.41604232788086
1778337132.3521857,9.193578720092773,0.0,-30.146451950073242,9.54970645904541,-0.9120992422103882,-53.34964370727539
1778337132.3841584,9.252397537231445,0.0,-30.146451950073242,9.852011680603027,-1.1996371746063232,-55.63477325439453
1778337132.4168372,9.363921165466309,0.7802569270133972,-28.740198135375977,9.963187217712402,-1.1217994689941406,-57.65626907348633
1778337132.4517698,9.467118263244629,0.963352382183075,-26.806623458862305,9.413887023925781,-1.3136433362960815,-60.29299545288086
1778337132.4822266,9.51552963256836,1.172510027885437,-24.697242736816406,8.900907516479492,-1.3186118602752686,-62.66604995727539
1778337132.5145378,9.605852127075195,1.6595607995986938,-21.708980560302734,7.440203666687012,-1.0738965272903442,-64.59961700439453
1778337132.5533638,9.68734359741211,2.021960973739624,-17.226518630981445,5.483865261077881,-1.3085227012634277,-67.5000228881836
1778337132.5836535,9.72471809387207,1.663462519645691,-14.23828411102295,4.3591766357421875,-1.2719612121582031,-69.7851791381836
1778337132.6161637,9.792608261108398,1.022444725036621,-12.392548561096191,1.9100714921951294,-1.1684167385101318,-71.89456176757812
1778337132.6533008,9.851202964782715,1.368283987045288,-9.49217700958252,-0.6678888201713562,-1.0779517889022827,-74.17970275878906
1778337132.6834724,9.876959800720215,0.6341553330421448,-8.349568367004395,-1.951505184173584,-1.0244780778884888,-76.02540588378906
1778337132.7159455,9.921289443969727,0.048698265105485916,-8.261704444885254,-4.400670528411865,-1.07149076461792,-77.9590072631836
1778337132.753288,9.95590591430664,-0.04145289212465286,-8.349568367004395,-6.556875228881836,-1.036672592163086,-80.15628051757812
1778337132.783386,9.969522476196289,0.0,-8.349568367004395,-7.478792190551758,-0.8784313201904297,-81.73831176757812
1778337132.8157978,9.98928451538086,0.0,-8.349568367004395,-8.932470321655273,-1.0706748962402344,-83.67191314697266
1778337132.853023,9.998966217041016,0.0,-8.349568367004395,-9.787612915039062,-1.0779354572296143,-85.95707702636719
1778337132.8834581,9.99998664855957,-0.3415078818798065,-8.964831352233887,-9.970751762390137,-0.8293769359588623,-87.4511947631836
1778337132.9161355,9.994308471679688,-1.2165066003799438,-11.162075996398926,-9.832026481628418,-0.5839674472808838,-88.5058822631836
1778337132.953011,9.97824478149414,-1.4118592739105225,-14.150365829467773,-9.031475067138672,-0.5814010500907898,-89.7363510131836
1778337132.9831815,9.96628475189209,-1.31943678855896,-16.523391723632812,-8.397830963134766,-0.7330521941184998,-91.05472564697266
1778337133.0156934,9.934449195861816,-1.950518250465393,-20.039026260375977,-6.716567039489746,-0.39010363817214966,-91.75785064697266
1778337133.0528638,9.891985893249512,-2.157620429992676,-24.609352111816406,-4.580894947052002,-0.5809292197227478,-92.98831176757812
1778337133.082902,9.866744041442871,-1.5132391452789307,-27.33397102355957,-3.386547565460205,-0.6832243800163269,-94.21879577636719
1778337133.1153553,9.80820083618164,-1.416512370109558,-29.88280487060547,-0.8455203771591187,-0.6349883079528809,-95.36136627197266
1778337133.1525595,9.738860130310059,-0.6651787161827087,-31.289058685302734,1.7542526721954346,-0.6653821468353271,-96.7676010131836
1778337133.1826837,9.700125694274902,-0.2443978488445282,-31.728485107421875,3.0209736824035645,-1.1241209506988525,-98.7890853881836
1778337133.2150478,9.614508628845215,0.0,-31.728485107421875,5.380471229553223,-0.7323989272117615,-100.10745239257812
1778337133.2523286,9.5180025100708,0.0,-31.728485107421875,7.375953674316406,-0.8311354517936707,-101.86527252197266
1778337133.2823029,9.465662002563477,0.0,-31.728485107421875,8.193366050720215,-0.7321658730506897,-103.18363189697266
1778337133.3151546,9.352804183959961,0.0,-31.728485107421875,9.397411346435547,-1.021683692932129,-105.02934265136719
1778337133.3522182,9.229050636291504,0.08292483538389206,-31.552705764770508,9.962050437927246,-0.8291682600975037,-106.7871322631836
1778337133.3826702,9.163094520568848,0.43825241923332214,-30.761714935302734,9.990409851074219,-1.0227866172790527,-108.6328353881836
1778337133.4153767,9.023042678833008,0.8767299652099609,-29.179677963256836,9.536028861999512,-1.0227866172790527,-110.47854614257812
1778337133.4524875,8.872176170349121,1.119182825088501,-26.806623458862305,8.429886817932129,-1.036224365234375,-112.67581939697266
1778337133.4828644,8.792704582214355,1.364913821220398,-24.3457088470459,7.65405797958374,-1.072474479675293,-114.60941314697266
1778337133.515237,8.625730514526367,1.9009244441986084,-20.917936325073242,5.722662448883057,-1.2184778451919556,-116.80665588378906
1778337133.5521626,8.44811725616455,1.8268648386001587,-17.050737380981445,3.398003101348877,-0.996417760848999,-118.9160385131836
1778337133.5839796,8.35534954071045,1.431200385093689,-14.326147079467773,2.137035846710205,-1.1545180082321167,-121.1133041381836
1778337133.6165802,8.161962509155273,0.6335408091545105,-13.18359375,-0.474154531955719,-0.779860258102417,-122.51956176757812
1778337133.6520438,7.958208084106445,0.8726732730865479,-11.425776481628418,-3.0542829036712646,-1.0907174348831177,-124.71684265136719
1778337133.684093,7.852485179901123,0.5530033111572266,-10.371085166931152,-4.276799201965332,-0.645001232624054,-125.94728088378906
1778337133.7165773,7.633440971374512,0.04874402657151222,-10.283166885375977,-6.481215476989746,-0.7798850536346436,-127.35353088378906
1778337133.751852,7.404402256011963,0.0,-10.283166885375977,-8.240158081054688,-0.4807634651660919,-128.32032775878906
1778337133.7822306,7.286189556121826,0.0,-10.283166885375977,-8.91296100616455,-0.7311422228813171,-129.63870239257812
1778337133.814852,7.042497634887695,0.0,-10.283166885375977,-9.786483764648438,-0.3412647545337677,-130.25393676757812
1778337133.8517838,6.789287567138672,0.0,-10.283166885375977,-9.983916282653809,-0.41504403948783875,-131.13282775878906
1778337133.8823538,6.659181118011475,-0.48776909708976746,-11.162075996398926,-9.822578430175781,-0.5852671265602112,-132.18751525878906
1778337133.914811,6.392110824584961,-0.6816413998603821,-12.392548561096191,-8.99300479888916,-0.24340470135211945,-132.62696838378906
1778337133.951773,6.116103649139404,-0.29043036699295044,-13.007811546325684,-7.539366245269775,-0.12446463108062744,-132.89064025878906
1778337133.9821086,5.97482967376709,-0.39065009355545044,-13.710938453674316,-6.608181476593018,-0.3906998038291931,-133.59376525878906
1778337134.0148165,5.685913562774658,-0.4405319392681122,-14.50192928314209,-4.417418003082275,-0.14686310291290283,-133.85745239257812
1778337134.0531776,5.685913562774658,-0.27795135974884033,-15.117192268371582,-4.417418003082275,-0.23825810849666595,-134.38479614257812
1778337134.0851233,5.237163543701172,-0.046227604150772095,-15.205056190490723,-0.6065372228622437,0.0,-134.38479614257812
1778337134.117694,4.928196430206299,0.0,-15.205056190490723,2.0265746116638184,0.04894343391060829,-134.29690551757812
1778337134.1529083,4.611769676208496,0.0,-15.205056190490723,4.519855499267578,0.21913447976112366,-133.85745239257812
1778337134.1825924,4.45086669921875,0.0,-15.205056190490723,5.658867835998535,0.04893094301223755,-133.76956176757812
1778337134.2150838,4.123904228210449,0.048934467136859894,-15.117192268371582,7.621730327606201,0.0,-133.76956176757812
1778337134.2522962,3.790376663208008,-0.04161713644862175,-15.205056190490723,9.052531242370605,0.0,-133.76956176757812
1778337134.2841635,3.6212706565856934,0.0,-15.205056190490723,9.535140991210938,0.0,-133.76956176757812
1778337134.316582,3.278623580932617,0.0,-15.205056190490723,9.991776466369629,0.0,-133.76956176757812
1778337134.3516886,2.9304051399230957,0.0,-15.205056190490723,9.747615814208984,0.0,-133.76956176757812
1778337134.382145,2.7543387413024902,0.048934467136859894,-15.117192268371582,9.365795135498047,0.0,-133.76956176757812
1778337134.4147925,2.3985633850097656,-0.04895789921283722,-15.205056190490723,8.115492820739746,0.0,-133.76956176757812
1778337134.45331,2.3985633850097656,0.0,-15.205056190490723,8.115492820739746,0.0,-133.76956176757812
1778337134.4848828,1.8566393852233887,0.04620949551463127,-15.117192268371582,5.2063422203063965,0.0,-133.76956176757812
1778337134.5153959,1.4905261993408203,-0.051967475563287735,-15.205056190490723,2.775667667388916,0.0,-133.76956176757812
1778337134.5527427,1.1211085319519043,0.04165557399392128,-15.117192268371582,0.1476956456899643,0.0,-133.76956176757812
1778337134.5824912,0.9353145956993103,-0.048956338316202164,-15.205056190490723,-1.1825661659240723,0.0,-133.76956176757812
1778337134.6152518,0.5618712902069092,0.0,-15.205056190490723,-3.7580010890960693,0.0,-133.76956176757812
1778337134.6517918,0.1863831728696823,0.0,-15.205056190490723,-6.068911552429199,0.0,-133.76956176757812
1778337134.6825614,-0.0019641092512756586,0.0,-15.205056190490723,-7.072803497314453,0.0,-133.76956176757812
