dt,yaw_cmd,yaw_pos,pitch_cmd,pitch_pos
1778674088.1622365,0.0,-0.7030896544456482,0.0,-1.757834792137146
1778674088.1630595,0.6066747903823853,-0.7910078763961792,0.0,-1.757834792137146
1778674088.1638222,-2.2962920665740967,-0.7030896544456482,0.0,-1.757834792137146
1778674088.164562,0.2234226018190384,-0.7030896544456482,0.0,-1.757834792137146
1778674088.1652622,0.2234226018190384,-0.7030896544456482,0.0,-1.757834792137146
1778674088.1660306,-5.099158763885498,-0.7030896544456482,0.0,-1.757834792137146
1778674088.1667917,-0.6766749620437622,-0.7910078763961792,0.0,-1.757834792137146
1778674088.1971636,-2.5718486309051514,-0.7910078763961792,0.0,-1.757834792137146
1778674088.2303827,-1.5042283535003662,-1.1425713300704956,0.0,-1.757834792137146
1778674088.265713,-1.992356777191162,-1.93356192111969,0.0,-1.757834792137146
1778674088.3007402,2.0882718563079834,-2.460907220840454,0.0,-1.757834792137146
1778674088.3361754,-3.422208070755005,-2.460907220840454,0.0,-1.757834792137146
1778674088.370935,-3.8084285259246826,-2.460907220840454,0.0,-1.757834792137146
1778674088.4061117,-4.255323886871338,-2.6366889476776123,0.0,-1.757834792137146
1778674088.441065,-1.161670446395874,-3.339815855026245,0.0,-1.669943928718567
1778674088.4763737,-3.7080955505371094,-5.009769916534424,0.0,-1.669943928718567
1778674088.5109003,-3.7358336448669434,-6.064405918121338,0.0,-1.4941622018814087
1778674088.5462654,-5.074088096618652,-6.679669380187988,0.0,-1.4062713384628296
1778674088.5793757,-4.594459056854248,-8.085923194885254,0.0,-1.3183804750442505
1778674088.6151993,-2.943568229675293,-9.228476524353027,0.0,-1.1425986289978027
1778674088.6501687,-4.912248134613037,-9.75582218170166,0.0,-1.1425986289978027
1778674088.6852543,-1.9627727270126343,-9.93160343170166,0.0,-1.1425986289978027
1778674088.7204025,0.6685258150100708,-10.019521713256836,0.0,-1.1425986289978027
1778674088.7555835,1.9444547891616821,-10.019521713256836,0.0,-1.1425986289978027
1778674088.7903757,3.8814070224761963,-10.019521713256836,0.0,-1.1425986289978027
1778674088.8252337,1.927525281906128,-10.019521713256836,0.0,-1.1425986289978027
1778674088.8606212,1.4328635931015015,-10.019521713256836,0.0,-1.1425986289978027
1778674088.8960316,-1.2061387300491333,-9.580039978027344,0.0,-1.1425986289978027
1778674088.9310923,-1.7636531591415405,-8.525349617004395,0.0,-1.1425986289978027
1778674088.966341,-0.14951926469802856,-8.349568367004395,0.0,-1.2304894924163818
1778674089.0028505,-1.944603681564331,-8.349568367004395,0.0,-1.2304894924163818
1778674089.0360632,-2.7161495685577393,-8.349568367004395,0.0,-1.2304894924163818
1778674089.0698986,-3.980642795562744,-8.349568367004395,0.0,-1.2304894924163818
1778674089.1049323,-5.183248996734619,-8.789050102233887,0.0,-1.2304894924163818
1778674089.1396673,-5.786194801330566,-10.63473129272461,0.0,-1.0547077655792236
1778674089.1750083,-5.3967976570129395,-13.007811546325684,0.0,-0.7031443119049072
1778674089.2102466,-6.423945903778076,-14.41406536102295,0.0,-0.43947166204452515
1778674089.2452934,-5.75747537612915,-15.205056190490723,0.0,-0.26368993520736694
1778674089.280367,-1.9241384267807007,-16.611310958862305,0.0,-0.08790817856788635
1778674089.3173764,0.29507842659950256,-17.753864288330078,0.0,0.08787357062101364
1778674089.3505368,-0.21001911163330078,-17.929645538330078,0.0,0.08787357062101364
1778674089.385263,-2.4626574516296387,-17.841781616210938,0.0,0.17576444149017334
1778674089.4202838,-3.894444465637207,-17.841781616210938,0.0,0.08787357062101364
1778674089.4557126,0.8146688342094421,-17.841781616210938,0.0,0.17576444149017334
1778674089.4910796,0.9133103489875793,-17.841781616210938,0.0,0.08787357062101364
1778674089.526375,-0.8516630530357361,-17.841781616210938,0.0,0.17576444149017334
1778674089.5617723,-0.20119982957839966,-17.841781616210938,0.0,0.08787357062101364
1778674089.5984013,4.803534507751465,-17.841781616210938,0.0,0.17576444149017334
1778674089.6318107,4.667219161987305,-17.841781616210938,0.0,0.08787357062101364
1778674089.6668549,5.36509370803833,-17.490219116210938,0.0,0.08787357062101364
1778674089.7019565,5.458705902099609,-16.435527801513672,0.0,0.08787357062101364
1778674089.7370365,4.473819732666016,-14.50192928314209,0.0,-1.7302845662925392e-05
1778674089.7702162,1.4510494470596313,-12.480466842651367,0.0,-0.17579905688762665
1778674089.805205,0.40086522698402405,-9.66795825958252,0.0,-0.26368993520736694
1778674089.8407168,-0.17360885441303253,-8.43748664855957,0.0,-0.35158079862594604
1778674089.877769,1.4481425285339355,-7.6464409828186035,0.0,-0.43947166204452515
1778674089.9109945,3.386003017425537,-7.6464409828186035,0.0,-0.43947166204452515
1778674089.9459314,4.950695514678955,-7.6464409828186035,0.0,-0.5273625254631042
1778674089.9812257,5.06934928894043,-7.6464409828186035,0.0,-0.5273625254631042
1778674090.016241,5.995936870574951,-6.767532825469971,0.0,-0.7031443119049072
1778674090.0513558,4.3955864906311035,-4.833988189697266,0.0,-1.1425986289978027
1778674090.0865319,6.021151065826416,-3.339815855026245,0.0,-1.4062713384628296
1778674090.1216574,6.260432243347168,-2.285125494003296,0.0,-1.5820530652999878
1778674090.1568804,5.496470928192139,-0.9667896032333374,0.0,-1.845725655555725
1778674090.1919944,5.808468341827393,0.6152461171150208,0.0,-2.109398365020752
1778674090.2271373,5.307426929473877,1.2305095195770264,0.0,-2.197289228439331
1778674090.2623305,6.3985114097595215,1.494154930114746,0.0,-2.3730709552764893
1778674090.2973206,7.236495018005371,2.197281837463379,0.0,-2.5488526821136475
1778674090.3325028,7.75324821472168,3.4277541637420654,0.0,-2.8125252723693848
