dt,yaw_cmd,yaw_pos,pitch_cmd,pitch_pos
0.3,-2.3557581901550293,-6.5917510986328125,9.205962181091309,-0.6152534484863281
0.3,-3.9192678928375244,-6.5917510986328125,14.701516151428223,-0.6152534484863281
0.3,-4.696571350097656,-6.5917510986328125,17.122610092163086,-1.0547077655792236
0.3,-6.238349437713623,-6.5917510986328125,21.11986541748047,-4.306670665740967
0.3,-7.757796764373779,-7.031232833862305,23.786911010742188,-9.931658744812012
0.3,-7.757796764373779,-7.99800443649292,23.786911010742188,-17.84181022644043
0.3,-9.981474876403809,-9.140613555908203,24.946989059448242,-25.40039825439453
0.34,-11.417962074279785,-10.722648620605469,23.75263023376465,-34.62894058227539
0.36,-12.810626029968262,-13.271456718444824,21.055315017700195,-44.47269058227539
0.4,-13.48867416381836,-15.908183097839355,19.192331314086914,-53.17386245727539
0.44,-14.804585456848145,-19.511682510375977,14.584240913391113,-59.150413513183594
0.46,-16.062217712402344,-24.78513526916504,9.049707412719727,-64.95118713378906
0.5,-16.667461395263672,-30.2343692779541,6.0426459312438965,-67.58790588378906
0.52,-17.82748794555664,-36.03513717651367,-0.21278035640716553,-68.3789291381836
0.56,-17.82748794555664,-42.451148986816406,-0.21278035640716553,-68.3789291381836
0.6,-19.431867599487305,-47.373008728027344,-9.450756072998047,-67.4121322631836
0.62,-20.404003143310547,-51.59177017211914,-14.941410064697266,-65.30274963378906
0.66,-20.404003143310547,-56.24998474121094,-14.941410064697266,-60.644561767578125
0.7000000000000001,-21.704906463623047,-59.765594482421875,-21.304529190063477,-55.2832145690918
0.74,-22.461393356323242,-63.28123092651367,-23.901975631713867,-49.394554138183594
0.76,-22.461393356323242,-67.85155487060547,-23.901975631713867,-39.902366638183594
0.8,-23.420881271362305,-71.015625,-24.91497802734375,-32.25588607788086
0.84,-23.939085006713867,-75.49803161621094,-23.602453231811523,-24.433626174926758
0.86,-24.356931686401367,-82.4413833618164,-20.780344009399414,-12.392602920532227
0.92,-24.672138214111328,-90.6152114868164,-16.627309799194336,1.230454921722412
0.9400000000000001,-24.672138214111328,-96.50386810302734,-16.627309799194336,10.898423194885254
0.98,-24.94855308532715,-100.0195083618164,-8.499807357788086,19.072246551513672
1.02,-24.99997901916504,-103.88671112060547,-2.32081937789917,26.455053329467773
1.06,-24.944181442260742,-108.984375,4.009716510772705,34.36520767211914
1.1,-24.780864715576172,-114.16991424560547,10.085338592529297,41.66014862060547
1.12,-24.780864715576172,-120.2343521118164,10.085338592529297,46.054664611816406
1.16,-24.33479118347168,-124.89257049560547,17.876127243041992,47.109352111816406
1.18,-23.90445327758789,-128.05661010742188,21.69951057434082,47.109352111816406
1.22,-23.90445327758789,-131.48435974121094,21.69951057434082,46.933570861816406
1.26,-23.062889099121094,-135.70309448242188,24.762937545776367,46.230445861816406
1.28,-22.373971939086914,-139.39450073242188,24.829425811767578,43.33004379272461
1.32,-22.373971939086914,-143.52537536621094,24.829425811767578,38.14451217651367
1.36,-21.155105590820312,-147.74412536621094,21.94982147216797,30.58592414855957
1.4000000000000001,-20.223392486572266,-150.90818786621094,18.22184944152832,23.378873825073242
1.44,-19.200586318969727,-153.89646911621094,13.313312530517578,12.30467700958252
1.46,-19.200586318969727,-155.47848510742188,13.313312530517578,4.394498825073242
1.5,-17.504671096801758,-157.58787536621094,4.445150852203369,-2.109398365020752
1.52,-16.273012161254883,-158.81832885742188,-1.913174033164978,-6.943369388580322
1.56,-16.273012161254883,-161.27928161621094,-1.913174033164978,-10.634785652160645
1.6,-14.286786079406738,-163.12496948242188,-11.095200538635254,-11.77736759185791
1.6400000000000001,-12.878321647644043,-164.53123474121094,-16.399389266967773,-11.513693809509277
1.6600000000000001,-11.40941047668457,-165.23434448242188,-20.639286041259766,-11.337912559509277
1.7,-10.654268264770508,-165.23434448242188,-22.27025032043457,-10.107439994812012
1.74,-9.106732368469238,-165.67381286621094,-24.420303344726562,-6.943369388580322
1.78,-7.515235900878906,-165.76170349121094,-24.979759216308594,-0.9668169021606445
1.8,-7.515235900878906,-165.76170349121094,-24.979759216308594,5.273407459259033
1.84,-6.705202579498291,-165.76170349121094,-24.646814346313477,13.271477699279785
1.8800000000000001,-3.3911075592041016,-165.84959411621094,-19.42751693725586,21.357410430908203
1.92,-1.7028295993804932,-165.93748474121094,-14.802306175231934,27.77341651916504
1.94,-1.7028295993804932,-165.93748474121094,-14.802306175231934,37.35349655151367
1.98,-0.8542389869689941,-165.93748474121094,-12.104267120361328,43.94528579711914
2.02,2.54695200920105,-165.84959411621094,0.19518215954303741,50.009735107421875
2.06,4.237793922424316,-165.84959411621094,6.537646293640137,53.789031982421875
2.08,4.237793922424316,-165.67381286621094,6.537646293640137,55.546844482421875
2.12,7.560231685638428,-164.35545349121094,17.554561614990234,55.371063232421875
2.16,8.372724533081055,-163.12496948242188,19.6914005279541,55.371063232421875
2.2,9.969108581542969,-161.45504760742188,22.96132469177246,55.019500732421875
2.24,11.520931243896484,-158.64254760742188,24.721588134765625,51.503875732421875
2.2600000000000002,11.520931243896484,-155.21482849121094,24.721588134765625,45.175758361816406
2.3000000000000003,13.748588562011719,-152.49021911621094,24.30280113220215,38.58396911621094
2.34,15.156283378601074,-148.44723510742188,22.008014678955078,28.740217208862305
2.38,16.493806838989258,-142.03121948242188,18.25972557067871,17.84177589416504
2.4,16.493806838989258,-135.26364135742188,18.25972557067871,6.328097820281982
2.44,18.353839874267578,-130.51754760742188,10.47214126586914,-1.3183804750442505
2.48,19.487110137939453,-126.47457122802734,4.335450172424316,-8.613295555114746
2.5,20.528053283691406,-121.28903198242188,-2.0907630920410156,-14.589875221252441
2.54,20.528053283691406,-116.01558685302734,-2.0907630920410156,-18.544937133789062
2.58,21.90447425842285,-111.53318786621094,-11.34385871887207,-19.511735916137695
2.62,22.691564559936523,-108.28125,-16.658206939697266,-19.511735916137695
2.64,22.691564559936523,-101.7773208618164,-16.658206939697266,-19.423845291137695
2.68,23.665563583374023,-97.91011810302734,-22.468942642211914,-17.92970085144043
2.72,24.171737670898438,-93.86717224121094,-24.524755477905273,-14.414093971252441
2.74,24.171737670898438,-88.2421875,-24.524755477905273,-9.755876541137695
2.7800000000000002,24.70868682861328,-83.84764099121094,-24.536951065063477,-4.482452392578125
2.82,24.91505241394043,-79.716796875,-22.493629455566406,1.4941275119781494
2.84,24.91505241394043,-74.35545349121094,-22.493629455566406,7.470679759979248
2.88,24.99323272705078,-70.48828125,-16.685039520263672,15.029267311096191
2.92,24.889890670776367,-66.97264862060547,-11.357742309570312,21.621084213256836
2.94,24.889890670776367,-61.962867736816406,-11.357742309570312,28.828107833862305
2.98,24.501535415649414,-57.919918060302734,-2.0655784606933594,33.662078857421875
3.02,24.0881290435791,-54.49216842651367,4.393856525421143,36.386695861816406
3.04,23.83558464050293,-50.273433685302734,7.540883541107178,38.49607467651367
3.08,23.24005126953125,-46.58201599121094,13.405662536621094,39.9902229309082
3.12,22.526046752929688,-41.835906982421875,18.37424087524414,40.0781135559082
3.14,21.6966495513916,-38.2324104309082,22.112165451049805,39.90232849121094
3.18,21.239810943603516,-35.68357467651367,23.437009811401367,38.49607467651367
3.22,20.244449615478516,-34.101539611816406,24.88597869873047,34.540985107421875
3.24,19.14406394958496,-32.16796875,24.662511825561523,28.124980926513672
3.2800000000000002,19.14406394958496,-29.35546112060547,24.662511825561523,20.56639289855957
3.3200000000000003,18.556079864501953,-26.718732833862305,23.923236846923828,13.447259902954102
3.36,15.968911170959473,-23.378881454467773,17.14518928527832,2.9882724285125732
3.38,15.968911170959473,-20.39059066772461,17.14518928527832,-7.2949323654174805
3.42,13.803878784179688,-18.28120994567871,8.924560546875,-15.908210754394531
3.46,12.266669273376465,-17.929645538330078,2.6064484119415283,-22.324243545532227
3.48,12.266669273376465,-18.01756477355957,2.6064484119415283,-28.476577758789062
3.52,9.001766204833984,-18.01756477355957,-10.126730918884277,-32.08010482788086
3.56,9.001766204833984,-18.01756477355957,-10.126730918884277,-32.34377670288086
3.6,6.4191436767578125,-18.01756477355957,-18.080738067626953,-32.34377670288086
3.64,4.650056838989258,-18.01756477355957,-21.924551010131836,-31.72854232788086
3.66,4.650056838989258,-18.01756477355957,-21.924551010131836,-29.091814041137695
3.7,1.9483709335327148,-18.01756477355957,-24.8504638671875,-25.13675308227539
3.74,0.12897862493991852,-18.01756477355957,-24.71205711364746,-20.65431785583496
3.7600000000000002,-1.6938153505325317,-18.01756477355957,-22.894208908081055,-12.392602920532227
3.8000000000000003,-1.6938153505325317,-18.01756477355957,-22.894208908081055,-5.449251651763916
3.84,-4.413113594055176,-18.01756477355957,-17.313846588134766,1.4941275119781494
3.88,-6.2018232345581055,-19.072254180908203,-12.057792663574219,9.228497505187988
3.92,-6.2018232345581055,-22.060544967651367,-12.057792663574219,17.314430236816406
3.94,-8.824376106262207,-24.78513526916504,-2.7566330432891846,23.466764450073242
3.98,-10.518420219421387,-27.86128807067871,3.773374319076538,28.124980926513672
4.0200000000000005,-12.15803337097168,-31.640623092651367,10.04832649230957,31.640615463256836
4.0600000000000005,-12.15803337097168,-37.1777229309082,10.04832649230957,32.78319549560547
4.1,-12.954557418823242,-43.945289611816406,12.954557418823242,33.04684066772461
4.14,-14.49544620513916,-49.65816879272461,18.055397033691406,32.69530487060547
4.16,-15.959559440612793,-53.613258361816406,21.922637939453125,30.67381477355957
4.2,-18.624439239501953,-56.07420349121094,24.99298667907715,27.24607276916504
4.24,-19.80976104736328,-58.53512191772461,23.98168182373047,22.67577362060547
4.26,-19.80976104736328,-62.49021530151367,23.98168182373047,14.238249778747559
4.3,-21.38401985168457,-66.79686737060547,19.428752899169922,6.503879547119141
4.34,-22.288522720336914,-71.2792739868164,14.670785903930664,-1.9336165189743042
