dt,yaw_cmd,yaw_pos,pitch_cmd,pitch_pos
0.3,0.0,-2.021480083465576,-9.137480735778809,-4.482452392578125
0.3,0.0,-2.021480083465576,-14.923172950744629,-4.306670665740967
0.3,0.0,-2.021480083465576,-14.923172950744629,-2.900416135787964
0.3,0.0,-2.021480083465576,-22.692014694213867,0.43943706154823303
0.3,0.0,-2.021480083465576,-27.02676773071289,5.361298561096191
0.3,0.0,-2.1093435287475586,-27.02676773071289,11.86522388458252
0.3,0.0,-2.021480083465576,-31.91809844970703,19.335920333862305
0.34,0.0,-2.021480083465576,-33.951515197753906,26.718727111816406
0.36,0.0,-2.021480083465576,-33.951515197753906,37.35349655151367
0.4,0.0,-2.1093435287475586,-34.99219512939453,48.07613754272461
0.44,0.0,-2.1093435287475586,-34.30888366699219,59.150360107421875
0.46,0.0,-2.1093435287475586,-34.30888366699219,69.87300872802734
0.5,0.0,-2.1093435287475586,-31.262460708618164,80.15621948242188
0.54,0.0,-2.1093435287475586,-27.97231101989746,88.50582885742188
0.56,0.0,-2.1093435287475586,-27.97231101989746,96.3281021118164
0.6,0.0,-2.1093435287475586,-21.400602340698242,101.42575073242188
0.64,0.0,-2.1093435287475586,-16.127952575683594,106.87496948242188
0.66,0.0,-2.1093435287475586,-16.127952575683594,111.6210708618164
0.7000000000000001,0.0,-2.1093435287475586,-7.296490669250488,113.55464935302734
0.74,0.0,-2.1972618103027344,-1.0670521259307861,114.3456802368164
0.76,0.0,-2.1972618103027344,5.203991889953613,114.3456802368164
0.8,0.0,-2.1972618103027344,5.203991889953613,114.25778198242188
0.84,0.0,-2.1972618103027344,14.247036933898926,112.93941497802734
0.88,0.0,-2.285125494003296,19.747745513916016,109.33590698242188
0.92,0.0,-2.285125494003296,24.613779067993164,104.15036010742188
0.96,0.0,-2.285125494003296,24.613779067993164,97.73434448242188
0.98,0.0,-2.285125494003296,26.757694244384766,88.68160247802734
1.02,0.0,-2.285125494003296,33.0111198425293,81.47457885742188
1.06,0.0,-2.285125494003296,34.56663131713867,73.03707885742188
1.08,0.0,-2.285125494003296,34.99000930786133,63.54488754272461
1.12,0.0,-2.285125494003296,34.77009582519531,52.294891357421875
1.16,0.0,-2.285125494003296,33.47360610961914,42.62694549560547
1.18,0.0,-2.285125494003296,33.47360610961914,30.410144805908203
1.22,0.0,-2.285125494003296,29.47747802734375,19.423810958862305
1.24,0.0,-2.285125494003296,25.568862915039062,11.601550102233887
1.28,0.0,-2.285125494003296,25.568862915039062,0.17576444149017334
1.32,0.0,-2.285125494003296,15.348065376281738,-12.128931045532227
1.36,0.0,-2.285125494003296,15.348065376281738,-21.093772888183594
1.4000000000000001,0.0,-2.285125494003296,12.41223430633545,-29.267597198486328
1.44,0.0,-2.285125494003296,-0.1293594092130661,-36.6504020690918
1.48,0.0,-2.285125494003296,-6.511143207550049,-42.714874267578125
1.52,0.0,-2.285125494003296,-12.681360244750977,-47.90040588378906
1.54,0.0,-2.285125494003296,-18.43140983581543,-49.570335388183594
1.58,0.0,-2.285125494003296,-21.08704948425293,-49.570335388183594
1.62,0.0,-2.285125494003296,-25.846006393432617,-49.48244094848633
1.6600000000000001,0.0,-2.285125494003296,-29.73471450805664,-49.394554138183594
1.68,0.0,-2.285125494003296,-29.73471450805664,-47.72462463378906
1.72,0.0,-2.285125494003296,-33.64970016479492,-44.47269058227539
1.76,0.0,-2.285125494003296,-34.846229553222656,-40.341819763183594
1.78,0.0,-2.285125494003296,-34.854087829589844,-32.08010482788086
1.82,0.0,-2.285125494003296,-34.40930938720703,-23.818387985229492
1.86,0.0,-2.285125494003296,-32.63886260986328,-13.886748313903809
1.8800000000000001,0.0,-2.285125494003296,-32.63886260986328,-3.691434383392334
1.92,0.0,-2.285125494003296,-27.906084060668945,6.591770648956299
1.96,0.0,-2.285125494003296,-23.519193649291992,16.523412704467773
2.0,0.0,-2.285125494003296,-18.31501579284668,27.42185401916504
2.02,0.0,-2.285125494003296,-12.470962524414062,39.11131286621094
2.06,0.0,-2.285125494003296,-9.370951652526855,47.988250732421875
2.1,0.0,-2.285125494003296,-2.948673725128174,56.95309066772461
2.12,0.0,-2.285125494003296,3.5834412574768066,64.42378997802734
2.16,0.0,-2.285125494003296,6.819551944732666,70.13668823242188
2.2,0.0,-2.285125494003296,13.090286254882812,74.53121185302734
2.22,0.0,-2.285125494003296,18.90970802307129,76.8163833618164
2.2600000000000002,0.0,-2.285125494003296,18.90970802307129,76.99215698242188
2.3000000000000003,0.0,-2.285125494003296,26.34838104248047,76.37692260742188
2.34,0.0,-2.285125494003296,30.18927764892578,73.82809448242188
2.38,0.0,-2.285125494003296,32.96915054321289,69.25778198242188
2.4,0.0,-2.285125494003296,32.96915054321289,64.59957122802734
2.44,0.0,-2.285125494003296,33.92781448364258,56.95309066772461
2.48,0.0,-2.285125494003296,34.70899200439453,50.273406982421875
2.5,0.0,-2.285125494003296,33.24562072753906,40.0781135559082
2.54,0.0,-2.285125494003296,32.06426239013672,31.81639862060547
2.58,0.0,-2.285125494003296,28.852439880371094,21.972646713256836
2.62,0.0,-2.285125494003296,24.60523796081543,11.953113555908203
2.66,0.0,-2.285125494003296,24.60523796081543,0.43943706154823303
2.68,0.0,-2.285125494003296,16.62769889831543,-7.822277545928955
2.72,0.0,-2.285125494003296,10.51285457611084,-16.875009536743164
2.7600000000000002,0.0,-2.285125494003296,4.012397289276123,-24.96097183227539
2.7800000000000002,0.0,-2.285125494003296,4.012397289276123,-33.310577392578125
2.82,0.0,-2.285125494003296,-5.948328495025635,-37.88087463378906
2.86,0.0,-2.285125494003296,-12.378534317016602,-40.781272888183594
2.88,0.0,-2.285125494003296,-18.366168975830078,-42.451202392578125
2.92,0.0,-2.285125494003296,-21.12464141845703,-42.539093017578125
2.96,0.0,-2.285125494003296,-26.043840408325195,-42.539093017578125
3.0,0.0,-2.285125494003296,-26.043840408325195,-42.539093017578125
3.02,0.0,-2.285125494003296,-28.158910751342773,-41.48440170288086
3.06,0.0,-2.285125494003296,-33.889583587646484,-37.79298400878906
3.1,0.0,-2.285125494003296,-34.9357795715332,-32.43166732788086
3.14,0.0,-2.285125494003296,-34.69734573364258,-24.082061767578125
3.16,0.0,-2.285125494003296,-34.69734573364258,-13.623075485229492
3.2,0.0,-2.285125494003296,-31.954015731811523,-4.746124744415283
3.24,0.0,-2.285125494003296,-28.627267837524414,4.833953380584717
3.2600000000000002,0.0,-2.285125494003296,-26.55531120300293,14.150358200073242
3.3000000000000003,0.0,-2.285125494003296,-21.6882381439209,24.521455764770508
3.3200000000000003,0.0,-2.285125494003296,-16.008928298950195,32.69530487060547
3.36,0.0,-2.285125494003296,-12.929020881652832,42.451168060302734
3.4,0.0,-2.285125494003296,-6.431232929229736,50.88863754272461
3.42,0.0,-2.285125494003296,0.31415504217147827,60.20504379272461
3.46,0.0,-2.285125494003296,3.701070785522461,65.39059448242188
3.48,0.0,-2.285125494003296,10.34438705444336,69.43355560302734
3.52,0.0,-2.285125494003296,13.538055419921875,72.68551635742188
3.56,0.0,-2.285125494003296,19.518266677856445,73.56442260742188
3.58,0.0,-2.285125494003296,24.768329620361328,73.12496948242188
3.62,0.0,-2.285125494003296,27.055511474609375,72.24606323242188
3.66,0.0,-2.285125494003296,30.844018936157227,69.78511810302734
3.68,0.0,-2.285125494003296,33.466312408447266,65.30269622802734
3.72,0.0,-2.285125494003296,34.30595397949219,59.41403579711914
3.7600000000000002,0.0,-2.285125494003296,34.999717712402344,52.82223129272461
3.8000000000000003,0.0,-2.285125494003296,34.35910415649414,44.296844482421875
3.8200000000000003,0.0,-2.285125494003296,34.35910415649414,33.574188232421875
3.86,0.0,-2.285125494003296,30.95425033569336,24.433565139770508
3.9,0.0,-2.285125494003296,27.17586326599121,15.205048561096191
3.94,0.0,-2.285125494003296,22.348974227905273,4.833953380584717
3.96,0.0,-2.285125494003296,19.597959518432617,-3.9551069736480713
4.0,0.0,-2.285125494003296,13.551687240600586,-12.656275749206543
4.04,0.0,-2.285125494003296,6.975362777709961,-21.181663513183594
4.0600000000000005,0.0,-2.285125494003296,6.975362777709961,-29.97072410583496
4.1,0.0,-2.285125494003296,-3.325985908508301,-35.59571075439453
4.14,0.0,-2.285125494003296,-10.096945762634277,-39.550804138183594
4.16,0.0,-2.285125494003296,-13.353787422180176,-41.92385482788086
4.2,0.0,-2.285125494003296,-19.450719833374023,-42.714874267578125
4.24,0.0,-2.285125494003296,-24.794429779052734,-42.714874267578125
4.28,0.0,-2.285125494003296,-29.17336082458496,-42.714874267578125
4.3,0.0,-2.285125494003296,-29.17336082458496,-42.62697982788086
4.34,0.0,-2.285125494003296,-33.56218719482422,-40.693382263183594
4.36,0.0,-2.285125494003296,-34.861820220947266,-36.4746208190918
4.4,0.0,-2.285125494003296,-34.998046875,-30.58595848083496
4.44,0.0,-2.285125494003296,-34.233882904052734,-23.203153610229492
4.46,0.0,-2.285125494003296,-33.3399658203125,-14.062530517578125
4.5,0.0,-2.285125494003296,-30.570037841796875,-5.625033378601074
4.54,0.0,-2.285125494003296,-26.58418083190918,4.6581711769104
4.5600000000000005,0.0,-2.285125494003296,-24.181848526000977,13.447259902954102
4.6000000000000005,0.0,-2.285125494003296,-18.675857543945312,23.554655075073242
4.64,0.0,-2.285125494003296,-18.675857543945312,32.78319549560547
4.66,0.0,-2.285125494003296,-15.62647819519043,42.978485107421875
4.7,0.0,-2.285125494003296,-2.1746132373809814,51.503875732421875
4.74,0.0,-2.285125494003296,4.830896854400635,58.271453857421875
4.78,0.0,-2.285125494003296,11.649555206298828,63.369110107421875
4.8,0.0,-2.285125494003296,11.649555206298828,66.44528198242188
